nypd_pct_cd,incident_date,cip_jobs,counts
67.0,2025-03-31,Serious,8
67.0,2025-04-01,Critical,6
67.0,2025-04-01,Non CIP,282
67.0,2025-04-01,Non Critical,18
67.0,2025-04-01,Serious,7
67.0,2025-04-02,Critical,8
67.0,2025-04-02,Non CIP,290
67.0,2025-04-02,Non Critical,30
67.0,2025-04-02,Serious,7
67.0,2025-04-03,Critical,5
67.0,2025-04-03,Non CIP,282
67.0,2025-04-03,Non Critical,16
67.0,2025-04-03,Serious,3
67.0,2025-04-04,Critical,7
67.0,2025-04-04,Non CIP,281
67.0,2025-04-04,Non Critical,19
67.0,2025-04-04,Serious,9
67.0,2025-04-05,Critical,3
67.0,2025-04-05,Non CIP,295
67.0,2025-04-05,Non Critical,22
67.0,2025-04-05,Serious,2
67.0,2025-04-06,Critical,2
67.0,2025-04-06,Non CIP,331
67.0,2025-04-06,Non Critical,10
67.0,2025-04-06,Serious,4
67.0,2025-04-07,Critical,6
67.0,2025-04-07,Non CIP,250
67.0,2025-04-07,Non Critical,10
67.0,2025-04-07,Serious,8
67.0,2025-04-08,Critical,10
67.0,2025-04-08,Non CIP,286
67.0,2025-04-08,Non Critical,13
67.0,2025-04-08,Serious,3
67.0,2025-04-09,Critical,5
67.0,2025-04-09,Non CIP,272
67.0,2025-04-09,Non Critical,18
67.0,2025-04-09,Serious,4
67.0,2025-04-10,Critical,11
67.0,2025-04-10,Non CIP,296
67.0,2025-04-10,Non Critical,10
67.0,2025-04-10,Serious,1
67.0,2025-04-11,Critical,4
67.0,2025-04-11,Non CIP,294
67.0,2025-04-11,Non Critical,17
67.0,2025-04-11,Serious,7
67.0,2025-04-12,Critical,3
67.0,2025-04-12,Non CIP,263
67.0,2025-04-12,Non Critical,11
67.0,2025-04-12,Serious,6
67.0,2025-04-13,Critical,5
67.0,2025-04-13,Non CIP,279
67.0,2025-04-13,Non Critical,17
67.0,2025-04-13,Serious,8
67.0,2025-04-14,Critical,4
67.0,2025-04-14,Non CIP,196
67.0,2025-04-14,Non Critical,18
67.0,2025-04-14,Serious,9
67.0,2025-04-15,Critical,5
67.0,2025-04-15,Non CIP,277
67.0,2025-04-15,Non Critical,13
67.0,2025-04-15,Serious,1
67.0,2025-04-16,Critical,8
67.0,2025-04-16,Non CIP,237
67.0,2025-04-16,Non Critical,17
67.0,2025-04-16,Serious,4
67.0,2025-04-17,Critical,3
67.0,2025-04-17,Non CIP,256
67.0,2025-04-17,Non Critical,17
67.0,2025-04-17,Serious,8
67.0,2025-04-18,Critical,10
67.0,2025-04-18,Non CIP,282
67.0,2025-04-18,Non Critical,10
67.0,2025-04-18,Serious,6
67.0,2025-04-19,Critical,5
67.0,2025-04-19,Non CIP,284
67.0,2025-04-19,Non Critical,12
67.0,2025-04-19,Serious,5
67.0,2025-04-20,Critical,5
67.0,2025-04-20,Non CIP,268
67.0,2025-04-20,Non Critical,12
67.0,2025-04-20,Serious,4
67.0,2025-04-21,Critical,4
67.0,2025-04-21,Non CIP,192
67.0,2025-04-21,Non Critical,13
67.0,2025-04-21,Serious,5
67.0,2025-04-22,Critical,8
67.0,2025-04-22,Non CIP,226
67.0,2025-04-22,Non Critical,15
67.0,2025-04-22,Serious,7
67.0,2025-04-23,Critical,6
67.0,2025-04-23,Non CIP,207
67.0,2025-04-23,Non Critical,19
67.0,2025-04-23,Serious,3
67.0,2025-04-24,Critical,6
67.0,2025-04-24,Non CIP,271
67.0,2025-04-24,Non Critical,14
67.0,2025-04-24,Serious,6
67.0,2025-04-25,Critical,12
67.0,2025-04-25,Non CIP,285
67.0,2025-04-25,Non Critical,10
67.0,2025-04-25,Serious,5
67.0,2025-04-26,Critical,3
67.0,2025-04-26,Non CIP,286
67.0,2025-04-26,Non Critical,17
67.0,2025-04-26,Serious,9
67.0,2025-04-27,Critical,7
67.0,2025-04-27,Non CIP,239
67.0,2025-04-27,Non Critical,20
67.0,2025-04-27,Serious,5
67.0,2025-04-28,Critical,6
67.0,2025-04-28,Non CIP,209
67.0,2025-04-28,Non Critical,17
67.0,2025-04-28,Serious,6
67.0,2025-04-29,Critical,13
67.0,2025-04-29,Non CIP,235
67.0,2025-04-29,Non Critical,13
67.0,2025-04-29,Serious,5
67.0,2025-04-30,Non CIP,250
67.0,2025-04-30,Non Critical,11
67.0,2025-04-30,Serious,9
67.0,2025-05-01,Critical,7
67.0,2025-05-01,Non CIP,262
67.0,2025-05-01,Non Critical,17
67.0,2025-05-01,Serious,8
67.0,2025-05-02,Critical,6
67.0,2025-05-02,Non CIP,324
67.0,2025-05-02,Non Critical,17
67.0,2025-05-02,Serious,6
67.0,2025-05-03,Critical,4
67.0,2025-05-03,Non CIP,330
67.0,2025-05-03,Non Critical,18
67.0,2025-05-03,Serious,4
67.0,2025-05-04,Critical,4
67.0,2025-05-04,Non CIP,315
67.0,2025-05-04,Non Critical,11
67.0,2025-05-04,Serious,6
67.0,2025-05-05,Critical,3
67.0,2025-05-05,Non CIP,203
67.0,2025-05-05,Non Critical,13
67.0,2025-05-05,Serious,9
67.0,2025-05-06,Critical,8
67.0,2025-05-06,Non CIP,243
67.0,2025-05-06,Non Critical,23
67.0,2025-05-07,Critical,10
67.0,2025-05-07,Non CIP,249
67.0,2025-05-07,Non Critical,25
67.0,2025-05-07,Serious,8
67.0,2025-05-08,Critical,1
67.0,2025-05-08,Non CIP,275
67.0,2025-05-08,Non Critical,17
67.0,2025-05-08,Serious,2
67.0,2025-05-09,Critical,6
67.0,2025-05-09,Non CIP,241
67.0,2025-05-09,Non Critical,19
67.0,2025-05-09,Serious,7
67.0,2025-05-10,Critical,6
67.0,2025-05-10,Non CIP,243
67.0,2025-05-10,Non Critical,17
67.0,2025-05-10,Serious,6
67.0,2025-05-11,Critical,10
67.0,2025-05-11,Non CIP,313
67.0,2025-05-11,Non Critical,17
67.0,2025-05-11,Serious,6
67.0,2025-05-12,Critical,11
67.0,2025-05-12,Non CIP,294
67.0,2025-05-12,Non Critical,13
67.0,2025-05-12,Serious,7
67.0,2025-05-13,Critical,5
67.0,2025-05-13,Non CIP,254
67.0,2025-05-13,Non Critical,20
67.0,2025-05-13,Serious,9
67.0,2025-05-14,Critical,6
67.0,2025-05-14,Non CIP,242
67.0,2025-05-14,Non Critical,19
67.0,2025-05-14,Serious,5
67.0,2025-05-15,Critical,14
67.0,2025-05-15,Non CIP,255
67.0,2025-05-15,Non Critical,20
67.0,2025-05-15,Serious,6
67.0,2025-05-16,Critical,3
67.0,2025-05-16,Non CIP,261
67.0,2025-05-16,Non Critical,18
67.0,2025-05-16,Serious,9
67.0,2025-05-17,Critical,6
67.0,2025-05-17,Non CIP,301
67.0,2025-05-17,Non Critical,20
67.0,2025-05-17,Serious,3
67.0,2025-05-18,Critical,9
67.0,2025-05-18,Non CIP,281
67.0,2025-05-18,Non Critical,20
67.0,2025-05-18,Serious,4
67.0,2025-05-19,Critical,8
67.0,2025-05-19,Non CIP,253
67.0,2025-05-19,Non Critical,22
67.0,2025-05-19,Serious,5
67.0,2025-05-20,Critical,4
67.0,2025-05-20,Non CIP,243
67.0,2025-05-20,Non Critical,18
67.0,2025-05-20,Serious,15
67.0,2025-05-21,Critical,5
67.0,2025-05-21,Non CIP,240
67.0,2025-05-21,Non Critical,9
67.0,2025-05-21,Serious,12
67.0,2025-05-22,Critical,5
67.0,2025-05-22,Non CIP,278
67.0,2025-05-22,Non Critical,12
67.0,2025-05-22,Serious,9
67.0,2025-05-23,Critical,4
67.0,2025-05-23,Non CIP,260
67.0,2025-05-23,Non Critical,22
67.0,2025-05-23,Serious,8
67.0,2025-05-24,Critical,3
67.0,2025-05-24,Non CIP,305
67.0,2025-05-24,Non Critical,12
67.0,2025-05-24,Serious,6
67.0,2025-05-25,Critical,9
67.0,2025-05-25,Non CIP,323
67.0,2025-05-25,Non Critical,7
67.0,2025-05-25,Serious,8
67.0,2025-05-26,Critical,10
67.0,2025-05-26,Non CIP,287
67.0,2025-05-26,Non Critical,19
67.0,2025-05-26,Serious,11
67.0,2025-05-27,Critical,10
67.0,2025-05-27,Non CIP,263
67.0,2025-05-27,Non Critical,16
67.0,2025-05-27,Serious,9
67.0,2025-05-28,Critical,8
67.0,2025-05-28,Non CIP,245
67.0,2025-05-28,Non Critical,11
67.0,2025-05-28,Serious,8
67.0,2025-05-29,Critical,1
67.0,2025-05-29,Non CIP,249
67.0,2025-05-29,Non Critical,20
67.0,2025-05-29,Serious,5
67.0,2025-05-30,Critical,4
67.0,2025-05-30,Non CIP,291
67.0,2025-05-30,Non Critical,24
67.0,2025-05-30,Serious,5
67.0,2025-05-31,Critical,7
67.0,2025-05-31,Non CIP,285
67.0,2025-05-31,Non Critical,14
67.0,2025-05-31,Serious,10
67.0,2025-06-01,Critical,9
67.0,2025-06-01,Non CIP,296
67.0,2025-06-01,Non Critical,14
67.0,2025-06-01,Serious,8
67.0,2025-06-02,Critical,11
67.0,2025-06-02,Non CIP,243
67.0,2025-06-02,Non Critical,10
67.0,2025-06-02,Serious,8
67.0,2025-06-03,Non CIP,272
67.0,2025-06-03,Non Critical,14
67.0,2025-06-03,Serious,6
67.0,2025-06-04,Critical,4
67.0,2025-06-04,Non CIP,256
67.0,2025-06-04,Non Critical,15
67.0,2025-06-04,Serious,9
67.0,2025-06-05,Critical,8
67.0,2025-06-05,Non CIP,260
67.0,2025-06-05,Non Critical,17
67.0,2025-06-05,Serious,7
67.0,2025-06-06,Critical,6
67.0,2025-06-06,Non CIP,334
67.0,2025-06-06,Non Critical,9
67.0,2025-06-06,Serious,6
67.0,2025-06-07,Non CIP,295
67.0,2025-06-07,Non Critical,14
67.0,2025-06-07,Serious,6
67.0,2025-06-08,Critical,6
67.0,2025-06-08,Non CIP,274
67.0,2025-06-08,Non Critical,12
67.0,2025-06-08,Serious,8
67.0,2025-06-09,Critical,5
67.0,2025-06-09,Non CIP,248
67.0,2025-06-09,Non Critical,23
67.0,2025-06-09,Serious,5
67.0,2025-06-10,Critical,6
67.0,2025-06-10,Non CIP,204
67.0,2025-06-10,Non Critical,16
67.0,2025-06-10,Serious,8
67.0,2025-06-11,Critical,8
67.0,2025-06-11,Non CIP,240
67.0,2025-06-11,Non Critical,21
67.0,2025-06-11,Serious,4
67.0,2025-06-12,Critical,4
67.0,2025-06-12,Non CIP,237
67.0,2025-06-12,Non Critical,17
67.0,2025-06-12,Serious,5
67.0,2025-06-13,Critical,9
67.0,2025-06-13,Non CIP,270
67.0,2025-06-13,Non Critical,20
67.0,2025-06-13,Serious,9
67.0,2025-06-14,Critical,2
67.0,2025-06-14,Non CIP,275
67.0,2025-06-14,Non Critical,10
67.0,2025-06-14,Serious,11
67.0,2025-06-15,Critical,11
67.0,2025-06-15,Non CIP,238
67.0,2025-06-15,Non Critical,11
67.0,2025-06-15,Serious,6
67.0,2025-06-16,Critical,3
67.0,2025-06-16,Non CIP,209
67.0,2025-06-16,Non Critical,19
67.0,2025-06-16,Serious,10
67.0,2025-06-17,Critical,8
67.0,2025-06-17,Non CIP,207
67.0,2025-06-17,Non Critical,17
67.0,2025-06-17,Serious,7
67.0,2025-06-18,Critical,6
67.0,2025-06-18,Non CIP,239
67.0,2025-06-18,Non Critical,17
67.0,2025-06-18,Serious,7
67.0,2025-06-19,Critical,7
67.0,2025-06-19,Non CIP,290
67.0,2025-06-19,Non Critical,20
67.0,2025-06-19,Serious,5
67.0,2025-06-20,Critical,6
67.0,2025-06-20,Non CIP,309
67.0,2025-06-20,Non Critical,14
67.0,2025-06-20,Serious,10
67.0,2025-06-21,Critical,5
67.0,2025-06-21,Non CIP,267
67.0,2025-06-21,Non Critical,11
67.0,2025-06-21,Serious,7
67.0,2025-06-22,Critical,6
67.0,2025-06-22,Non CIP,308
67.0,2025-06-22,Non Critical,16
67.0,2025-06-22,Serious,7
67.0,2025-06-23,Critical,6
67.0,2025-06-23,Non CIP,239
67.0,2025-06-23,Non Critical,16
67.0,2025-06-23,Serious,7
67.0,2025-06-24,Critical,11
67.0,2025-06-24,Non CIP,244
67.0,2025-06-24,Non Critical,10
67.0,2025-06-24,Serious,7
67.0,2025-06-25,Critical,8
67.0,2025-06-25,Non CIP,299
67.0,2025-06-25,Non Critical,21
67.0,2025-06-25,Serious,7
67.0,2025-06-26,Critical,7
67.0,2025-06-26,Non CIP,261
67.0,2025-06-26,Non Critical,17
67.0,2025-06-26,Serious,6
67.0,2025-06-27,Critical,7
67.0,2025-06-27,Non CIP,276
67.0,2025-06-27,Non Critical,15
67.0,2025-06-27,Serious,5
67.0,2025-06-28,Critical,3
67.0,2025-06-28,Non CIP,294
67.0,2025-06-28,Non Critical,11
67.0,2025-06-28,Serious,7
67.0,2025-06-29,Critical,13
67.0,2025-06-29,Non CIP,276
67.0,2025-06-29,Non Critical,14
67.0,2025-06-29,Serious,8
67.0,2025-06-30,Critical,5
67.0,2025-06-30,Non CIP,248
67.0,2025-06-30,Non Critical,17
67.0,2025-06-30,Serious,7
68.0,2022-01-01,Critical,1
68.0,2022-01-01,Non CIP,182
68.0,2022-01-01,Non Critical,3
68.0,2022-01-01,Serious,4
68.0,2022-01-02,Critical,1
68.0,2022-01-02,Non CIP,135
68.0,2022-01-02,Non Critical,3
68.0,2022-01-02,Serious,9
68.0,2022-01-03,Non CIP,158
68.0,2022-01-03,Non Critical,4
68.0,2022-01-03,Serious,2
68.0,2022-01-04,Critical,1
68.0,2022-01-04,Non CIP,151
68.0,2022-01-04,Non Critical,3
68.0,2022-01-04,Serious,2
68.0,2022-01-05,Critical,1
68.0,2022-01-05,Non CIP,165
68.0,2022-01-05,Non Critical,4
68.0,2022-01-05,Serious,3
68.0,2022-01-06,Non CIP,147
68.0,2022-01-06,Non Critical,4
68.0,2022-01-06,Serious,2
68.0,2022-01-07,Non CIP,152
68.0,2022-01-07,Non Critical,5
68.0,2022-01-07,Serious,1
68.0,2022-01-08,Critical,1
68.0,2022-01-08,Non CIP,175
68.0,2022-01-08,Non Critical,2
68.0,2022-01-08,Serious,1
68.0,2022-01-09,Critical,1
68.0,2022-01-09,Non CIP,173
68.0,2022-01-09,Non Critical,3
68.0,2022-01-09,Serious,5
68.0,2022-01-10,Critical,1
68.0,2022-01-10,Non CIP,185
68.0,2022-01-10,Non Critical,4
68.0,2022-01-10,Serious,2
68.0,2022-01-11,Critical,1
68.0,2022-01-11,Non CIP,182
68.0,2022-01-11,Serious,3
68.0,2022-01-12,Critical,1
68.0,2022-01-12,Non CIP,203
68.0,2022-01-12,Non Critical,7
68.0,2022-01-12,Serious,3
68.0,2022-01-13,Non CIP,183
68.0,2022-01-13,Non Critical,4
68.0,2022-01-13,Serious,3
68.0,2022-01-14,Critical,1
68.0,2022-01-14,Non CIP,193
68.0,2022-01-14,Non Critical,3
68.0,2022-01-14,Serious,3
68.0,2022-01-15,Critical,1
68.0,2022-01-15,Non CIP,164
68.0,2022-01-15,Non Critical,3
68.0,2022-01-15,Serious,2
68.0,2022-01-16,Non CIP,183
68.0,2022-01-16,Non Critical,4
68.0,2022-01-16,Serious,6
68.0,2022-01-17,Non CIP,205
68.0,2022-01-17,Non Critical,3
68.0,2022-01-17,Serious,3
68.0,2022-01-18,Critical,4
68.0,2022-01-18,Non CIP,191
68.0,2022-01-18,Non Critical,3
68.0,2022-01-18,Serious,4
68.0,2022-01-19,Non CIP,188
68.0,2022-01-19,Non Critical,3
68.0,2022-01-19,Serious,9
68.0,2022-01-20,Non CIP,188
68.0,2022-01-20,Non Critical,3
68.0,2022-01-20,Serious,4
68.0,2022-01-21,Critical,1
68.0,2022-01-21,Non CIP,167
68.0,2022-01-21,Non Critical,4
68.0,2022-01-21,Serious,9
68.0,2022-01-22,Non CIP,174
68.0,2022-01-22,Non Critical,3
68.0,2022-01-22,Serious,3
68.0,2022-01-23,Critical,1
68.0,2022-01-23,Non CIP,211
68.0,2022-01-23,Non Critical,4
68.0,2022-01-23,Serious,6
68.0,2022-01-24,Critical,3
68.0,2022-01-24,Non CIP,181
68.0,2022-01-24,Non Critical,6
68.0,2022-01-24,Serious,7
68.0,2022-01-25,Non CIP,216
68.0,2022-01-25,Non Critical,7
68.0,2022-01-25,Serious,1
68.0,2022-01-26,Non CIP,214
68.0,2022-01-26,Non Critical,5
68.0,2022-01-26,Serious,3
68.0,2022-01-27,Non CIP,214
68.0,2022-01-27,Non Critical,11
68.0,2022-01-27,Serious,4
68.0,2022-01-28,Critical,1
68.0,2022-01-28,Non CIP,165
68.0,2022-01-28,Non Critical,8
68.0,2022-01-28,Serious,13
68.0,2022-01-29,Critical,2
68.0,2022-01-29,Non CIP,132
68.0,2022-01-29,Non Critical,5
68.0,2022-01-29,Serious,3
68.0,2022-01-30,Non CIP,169
68.0,2022-01-30,Non Critical,1
68.0,2022-01-30,Serious,5
68.0,2022-01-31,Critical,4
68.0,2022-01-31,Non CIP,178
68.0,2022-01-31,Non Critical,2
68.0,2022-01-31,Serious,4
68.0,2022-02-01,Non CIP,194
68.0,2022-02-01,Non Critical,1
68.0,2022-02-01,Serious,6
68.0,2022-02-02,Critical,1
68.0,2022-02-02,Non CIP,175
68.0,2022-02-02,Non Critical,3
68.0,2022-02-02,Serious,4
68.0,2022-02-03,Non CIP,207
68.0,2022-02-03,Serious,3
68.0,2022-02-04,Non CIP,200
68.0,2022-02-04,Non Critical,5
68.0,2022-02-04,Serious,4
68.0,2022-02-05,Critical,1
68.0,2022-02-05,Non CIP,190
68.0,2022-02-05,Non Critical,5
68.0,2022-02-05,Serious,6
68.0,2022-02-06,Non CIP,151
68.0,2022-02-06,Non Critical,9
68.0,2022-02-06,Serious,2
68.0,2022-02-07,Non CIP,178
68.0,2022-02-07,Non Critical,2
68.0,2022-02-07,Serious,9
68.0,2022-02-08,Non CIP,199
68.0,2022-02-08,Non Critical,3
68.0,2022-02-08,Serious,4
68.0,2022-02-09,Critical,1
68.0,2022-02-09,Non CIP,184
68.0,2022-02-09,Non Critical,5
68.0,2022-02-09,Serious,4
68.0,2022-02-10,Non CIP,212
68.0,2022-02-10,Non Critical,3
68.0,2022-02-10,Serious,8
68.0,2022-02-11,Non CIP,194
68.0,2022-02-11,Non Critical,5
68.0,2022-02-11,Serious,5
68.0,2022-02-12,Non CIP,167
68.0,2022-02-12,Non Critical,5
68.0,2022-02-12,Serious,2
68.0,2022-02-13,Critical,1
68.0,2022-02-13,Non CIP,184
68.0,2022-02-13,Non Critical,2
68.0,2022-02-13,Serious,5
68.0,2022-02-14,Critical,1
68.0,2022-02-14,Non CIP,174
68.0,2022-02-14,Non Critical,2
68.0,2022-02-14,Serious,6
68.0,2022-02-15,Critical,1
68.0,2022-02-15,Non CIP,194
68.0,2022-02-15,Non Critical,3
68.0,2022-02-15,Serious,4
68.0,2022-02-16,Non CIP,182
68.0,2022-02-16,Non Critical,2
68.0,2022-02-16,Serious,4
68.0,2022-02-17,Non CIP,190
68.0,2022-02-17,Non Critical,2
68.0,2022-02-17,Serious,3
68.0,2022-02-18,Critical,1
68.0,2022-02-18,Non CIP,173
68.0,2022-02-18,Non Critical,2
68.0,2022-02-18,Serious,5
68.0,2022-02-19,Critical,2
68.0,2022-02-19,Non CIP,184
68.0,2022-02-19,Non Critical,3
68.0,2022-02-19,Serious,5
68.0,2022-02-20,Non CIP,158
68.0,2022-02-20,Non Critical,5
68.0,2022-02-20,Serious,8
68.0,2022-02-21,Critical,1
68.0,2022-02-21,Non CIP,151
68.0,2022-02-21,Non Critical,4
68.0,2022-02-21,Serious,7
68.0,2022-02-22,Critical,1
68.0,2022-02-22,Non CIP,163
68.0,2022-02-22,Non Critical,3
68.0,2022-02-22,Serious,7
68.0,2022-02-23,Critical,4
68.0,2022-02-23,Non CIP,162
68.0,2022-02-23,Non Critical,7
68.0,2022-02-23,Serious,6
68.0,2022-02-24,Critical,1
68.0,2022-02-24,Non CIP,170
68.0,2022-02-24,Non Critical,4
68.0,2022-02-24,Serious,7
68.0,2022-02-25,Non CIP,176
68.0,2022-02-25,Non Critical,1
68.0,2022-02-25,Serious,3
68.0,2022-02-26,Critical,1
68.0,2022-02-26,Non CIP,149
68.0,2022-02-26,Non Critical,5
68.0,2022-02-26,Serious,6
68.0,2022-02-27,Critical,1
68.0,2022-02-27,Non CIP,148
68.0,2022-02-27,Non Critical,6
68.0,2022-02-27,Serious,6
68.0,2022-02-28,Critical,3
68.0,2022-02-28,Non CIP,153
68.0,2022-02-28,Non Critical,4
68.0,2022-02-28,Serious,3
68.0,2022-03-01,Critical,1
68.0,2022-03-01,Non CIP,165
68.0,2022-03-01,Non Critical,4
68.0,2022-03-01,Serious,6
68.0,2022-03-02,Critical,1
68.0,2022-03-02,Non CIP,187
68.0,2022-03-02,Non Critical,8
68.0,2022-03-02,Serious,5
68.0,2022-03-03,Critical,1
68.0,2022-03-03,Non CIP,193
68.0,2022-03-03,Non Critical,4
68.0,2022-03-03,Serious,4
68.0,2022-03-04,Non CIP,167
68.0,2022-03-04,Non Critical,5
68.0,2022-03-04,Serious,1
68.0,2022-03-05,Critical,1
68.0,2022-03-05,Non CIP,199
68.0,2022-03-05,Non Critical,6
68.0,2022-03-05,Serious,4
68.0,2022-03-06,Critical,3
68.0,2022-03-06,Non CIP,172
68.0,2022-03-06,Non Critical,7
68.0,2022-03-06,Serious,5
68.0,2022-03-07,Non CIP,184
68.0,2022-03-07,Non Critical,2
68.0,2022-03-07,Serious,2
68.0,2022-03-08,Critical,2
68.0,2022-03-08,Non CIP,202
68.0,2022-03-08,Non Critical,5
68.0,2022-03-08,Serious,7
68.0,2022-03-09,Non CIP,196
68.0,2022-03-09,Non Critical,6
68.0,2022-03-09,Serious,7
68.0,2022-03-10,Critical,3
68.0,2022-03-10,Non CIP,195
68.0,2022-03-10,Non Critical,4
68.0,2022-03-10,Serious,5
68.0,2022-03-11,Non CIP,184
68.0,2022-03-11,Non Critical,2
68.0,2022-03-11,Serious,7
68.0,2022-03-12,Non CIP,175
68.0,2022-03-12,Non Critical,3
68.0,2022-03-12,Serious,1
68.0,2022-03-13,Critical,1
68.0,2022-03-13,Non CIP,170
68.0,2022-03-13,Non Critical,6
68.0,2022-03-13,Serious,3
68.0,2022-03-14,Critical,1
68.0,2022-03-14,Non CIP,169
68.0,2022-03-14,Non Critical,2
68.0,2022-03-14,Serious,3
68.0,2022-03-15,Non CIP,238
68.0,2022-03-15,Non Critical,6
68.0,2022-03-15,Serious,4
68.0,2022-03-16,Non CIP,186
68.0,2022-03-16,Non Critical,7
68.0,2022-03-16,Serious,4
68.0,2022-03-17,Non CIP,180
68.0,2022-03-17,Non Critical,9
68.0,2022-03-17,Serious,6
68.0,2022-03-18,Non CIP,239
68.0,2022-03-18,Non Critical,8
68.0,2022-03-18,Serious,4
68.0,2022-03-19,Non CIP,201
68.0,2022-03-19,Non Critical,3
68.0,2022-03-19,Serious,7
68.0,2022-03-20,Critical,3
68.0,2022-03-20,Non CIP,199
68.0,2022-03-20,Non Critical,6
68.0,2022-03-20,Serious,3
68.0,2022-03-21,Non CIP,203
68.0,2022-03-21,Non Critical,7
68.0,2022-03-21,Serious,6
68.0,2022-03-22,Non CIP,170
68.0,2022-03-22,Non Critical,6
68.0,2022-03-22,Serious,6
68.0,2022-03-23,Non CIP,194
68.0,2022-03-23,Non Critical,3
68.0,2022-03-23,Serious,7
68.0,2022-03-24,Critical,2
68.0,2022-03-24,Non CIP,187
68.0,2022-03-24,Non Critical,7
68.0,2022-03-24,Serious,4
68.0,2022-03-25,Non CIP,209
68.0,2022-03-25,Non Critical,4
68.0,2022-03-25,Serious,2
68.0,2022-03-26,Critical,1
68.0,2022-03-26,Non CIP,222
68.0,2022-03-26,Non Critical,4
68.0,2022-03-26,Serious,3
68.0,2022-03-27,Critical,1
68.0,2022-03-27,Non CIP,176
68.0,2022-03-27,Non Critical,6
68.0,2022-03-27,Serious,6
68.0,2022-03-28,Non CIP,199
68.0,2022-03-28,Non Critical,2
68.0,2022-03-28,Serious,2
68.0,2022-03-29,Non CIP,194
68.0,2022-03-29,Non Critical,6
68.0,2022-03-29,Serious,3
68.0,2022-03-30,Non CIP,183
68.0,2022-03-30,Non Critical,6
68.0,2022-03-30,Serious,6
68.0,2022-03-31,Critical,2
68.0,2022-03-31,Non CIP,187
68.0,2022-03-31,Non Critical,2
68.0,2022-03-31,Serious,4
68.0,2022-04-01,Non CIP,219
68.0,2022-04-01,Non Critical,8
68.0,2022-04-01,Serious,5
68.0,2022-04-02,Critical,1
68.0,2022-04-02,Non CIP,185
68.0,2022-04-02,Non Critical,1
68.0,2022-04-02,Serious,1
68.0,2022-04-03,Critical,2
68.0,2022-04-03,Non CIP,167
68.0,2022-04-03,Non Critical,2
68.0,2022-04-03,Serious,5
68.0,2022-04-04,Critical,2
68.0,2022-04-04,Non CIP,125
68.0,2022-04-04,Non Critical,7
68.0,2022-04-04,Serious,3
68.0,2022-04-05,Critical,1
68.0,2022-04-05,Non CIP,202
68.0,2022-04-05,Non Critical,6
68.0,2022-04-05,Serious,7
68.0,2022-04-06,Critical,1
68.0,2022-04-06,Non CIP,177
68.0,2022-04-06,Non Critical,4
68.0,2022-04-06,Serious,5
68.0,2022-04-07,Non CIP,204
68.0,2022-04-07,Non Critical,3
68.0,2022-04-07,Serious,1
68.0,2022-04-08,Non CIP,215
68.0,2022-04-08,Non Critical,10
68.0,2022-04-08,Serious,6
68.0,2022-04-09,Critical,1
68.0,2022-04-09,Non CIP,186
68.0,2022-04-09,Non Critical,6
68.0,2022-04-09,Serious,5
68.0,2022-04-10,Critical,2
68.0,2022-04-10,Non CIP,175
68.0,2022-04-10,Non Critical,5
68.0,2022-04-10,Serious,8
68.0,2022-04-11,Critical,1
68.0,2022-04-11,Non CIP,180
68.0,2022-04-11,Non Critical,3
68.0,2022-04-11,Serious,2
68.0,2022-04-12,Critical,2
68.0,2022-04-12,Non CIP,155
68.0,2022-04-12,Non Critical,5
68.0,2022-04-12,Serious,2
68.0,2022-04-13,Critical,3
68.0,2022-04-13,Non CIP,235
68.0,2022-04-13,Non Critical,4
68.0,2022-04-13,Serious,2
68.0,2022-04-14,Critical,6
68.0,2022-04-14,Non CIP,201
68.0,2022-04-14,Non Critical,5
68.0,2022-04-14,Serious,3
68.0,2022-04-15,Non CIP,220
68.0,2022-04-15,Non Critical,8
68.0,2022-04-15,Serious,1
68.0,2022-04-16,Non CIP,203
68.0,2022-04-16,Non Critical,5
68.0,2022-04-16,Serious,3
68.0,2022-04-17,Critical,2
68.0,2022-04-17,Non CIP,230
68.0,2022-04-17,Non Critical,8
68.0,2022-04-17,Serious,4
68.0,2022-04-18,Critical,1
68.0,2022-04-18,Non CIP,212
68.0,2022-04-18,Non Critical,3
68.0,2022-04-18,Serious,3
68.0,2022-04-19,Non CIP,237
68.0,2022-04-19,Non Critical,5
68.0,2022-04-19,Serious,6
68.0,2022-04-20,Critical,3
68.0,2022-04-20,Non CIP,195
68.0,2022-04-20,Non Critical,7
68.0,2022-04-20,Serious,5
68.0,2022-04-21,Non CIP,203
68.0,2022-04-21,Non Critical,4
68.0,2022-04-21,Serious,4
68.0,2022-04-22,Non CIP,196
68.0,2022-04-22,Serious,7
68.0,2022-04-23,Critical,1
68.0,2022-04-23,Non CIP,212
68.0,2022-04-23,Non Critical,7
68.0,2022-04-23,Serious,3
68.0,2022-04-24,Critical,1
68.0,2022-04-24,Non CIP,192
68.0,2022-04-24,Non Critical,7
68.0,2022-04-24,Serious,3
68.0,2022-04-25,Non CIP,203
68.0,2022-04-25,Non Critical,6
68.0,2022-04-25,Serious,3
68.0,2022-04-26,Critical,2
68.0,2022-04-26,Non CIP,199
68.0,2022-04-26,Non Critical,6
68.0,2022-04-26,Serious,1
68.0,2022-04-27,Critical,3
68.0,2022-04-27,Non CIP,232
68.0,2022-04-27,Non Critical,4
