Date,MaxTemperature,MinTemperature,AvgTemperature,Precipitation,Snowfall,SnowDepth
2025-06-11,81,65,73.0,0,0,0
2025-06-12,87,70,78.5,0,0,0
2025-06-13,78,67,72.5,0,0,0
2025-06-14,68,59,63.5,0.23,0,0
2025-06-15,64,59,61.5,0.03,0,0
2025-06-16,69,60,64.5,0.15,0,0
2025-06-17,67,62,64.5,0.02,0,0
2025-06-18,84,65,74.5,0.03,0,0
2025-06-19,88,70,79.0,0.65,0,0
2025-06-20,82,67,74.5,0,0,0
2025-06-21,86,72,79.0,0,0,0
2025-06-22,88,71,79.5,0.1,0,0
2025-06-23,96,80,88.0,0,0,0
2025-06-24,99,81,90.0,0,0,0
2025-06-25,96,81,88.5,0,0,0
2025-06-26,85,66,75.5,0.009,0,0
2025-06-27,72,62,67.0,0.07,0,0
2025-06-28,83,63,73.0,0.05,0,0
2025-06-29,89,77,83.0,0,0,0
2025-06-30,90,71,80.5,0.009,0,0
2025-07-01,89,72,80.5,0.43,0,0
2025-07-02,84,71,77.5,0.03,0,0
2025-07-03,88,69,78.5,0.009,0,0
2025-07-04,83,67,75.0,0,0,0
2025-07-05,84,68,76.0,0,0,0
2025-07-06,87,72,79.5,0,0,0
2025-07-07,87,76,81.5,0.009,0,0
2025-07-08,93,73,83.0,0.09,0,0
2025-07-09,90,73,81.5,0.05,0,0
2025-07-10,84,70,77.0,0.18,0,0
2025-07-11,84,73,78.5,0,0,0
2025-07-12,83,74,78.5,0,0,0
2025-07-13,83,71,77.0,0.009,0,0
2025-07-14,85,73,79.0,2.64,0,0
2025-07-15,86,72,79.0,0,0,0
2025-07-16,87,77,82.0,0.009,0,0
2025-07-17,90,75,82.5,0.009,0,0
2025-07-18,82,73,77.5,0,0,0
2025-07-19,81,69,75.0,0.009,0,0
2025-07-20,88,75,81.5,0.009,0,0
2025-07-21,85,71,78.0,0,0,0
2025-07-22,81,67,74.0,0,0,0
2025-07-23,80,69,74.5,0,0,0
2025-07-24,87,70,78.5,0,0,0
2025-07-25,95,76,85.5,0.01,0,0
2025-07-26,85,74,79.5,0,0,0
2025-07-27,84,73,78.5,0.009,0,0
2025-07-28,94,76,85.0,0,0,0
2025-07-29,97,78,87.5,0,0,0
2025-07-30,95,75,85.0,0.28,0,0
2025-07-31,89,65,77.0,0.32,0,0
